WP5,wgt,PROJWT,FIELD_DATE,YEAR_CALENDAR,Q1,Q2,Q3,Q4,Q5A,Q5B,Q5C,Q6,Q7,Q8,Q9,Q10A,Q10B,Q11A,Q11B,Q11C,Q11D,Q11E,Q11F,Q11G,Q12,Q13,Q14A,Q14B,Q15A,Q15B,Q16,Q17,Q18,Q19,Q20,Q21,Q22,Q23,Q24,Q25,Q26,Q27,Q28,D1,Q29,Q30,WGM_Index,WGM_Indexr,ViewOfScience,Age,AgeCategories,Gender,Education,Urban_Rural,Household_Income,Regions_Report,Subjective_Income,WBI,EMP_2010
12,0.6415092157,34666.1404993536,5/1/2018,2018,1,2,1,2,1,1,97,2,2,1,1,2,2,1,2,1,1,2,1,2,2,1,1,1,2,2,2,1,1,1,3,2,2,1,1,1,1,2, ,1,2, ,3.8,3,2,29,1,1,2,1,5,15,2,4,1
12,1.3659955358,73816.2321081645,5/1/2018,2018,3,4,1,2,1,1,2,1,1,1,1,2,2,2,98,1,2,1,3,98,2,1,2,2,2,2,1,1,1,3,3,3,2,1,1,2,1,2, ,1,2, ,3.4,2,1,28,1,2,2,2,1,15,2,4,4
12,1.8183341564,98259.8936949333,5/1/2018,2018,2,2,1,1,1,2,2,2,2,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,3,2,2,1,2,1,1,1,1,1,2, ,3,2,1,76,3,1,1,1,2,15,2,4,6
12,0.3057421575,16521.8212417729,5/1/2018,2018,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,1,2,1,1,2,1,1,1,2,2,2,1,1,1,1,3,1,1,1,1,1,2,2, ,1,2, ,3.6,3,1,27,1,2,3,1,5,15,1,4,1
12,0.3357026952,18140.8411816768,5/1/2018,2018,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,98,1,1,1,1,2,3,1,1,1,2,3,2,1,1,1,1,1,1,1,2, , ,3.8,3,1,39,2,1,3,2,5,15,1,4,1
12,0.6819647518,36852.2935038174,5/1/2018,2018,1,2,1,2,1,1,1,1,1,1,1,1,1,1,2,2,2,3,2,98,1,1,2,3,2,2,3,1,1,2,3,2,1,1,1,1,1,2, ,2, , ,3,2,2,34,2,1,2,1,3,15,3,4,1
12,0.7270031267,39286.0958467934,5/1/2018,2018,2,2,1,1,1,1,1,2,1,2,2,2,1,2,4,2,3,1,1,2,1,2,1,2,2,4,98,98,98,2,3,98,99,1,1,2,2,2, ,2, , ,3.2,2,99,35,2,1,2,1,5,15,3,4,1
12,1.8210885046,98408.7343051991,5/1/2018,2018,3,1,1,2,1,2,97,2,2,2,2,1,1,1,2,1,4,1,1,2,1,2,2,2,2,2,1,1,1,1,3,1,1,1,1,2,1,1,1,1,1,1,3.2,2,1,74,3,2,2,1,4,15,2,4,6
12,0.8396383106,45372.7225275738,5/1/2018,2018,1,1,1,1,1,1,1,2,1,2,1,1,1,1,4,3,98,1,2,4,2,2,2,2,2,2,98,98,98,2,3,2,2,1,1,2,1,1,1,1,98, ,2.8,2,99,75,3,1,3,1,2,15,2,4,6
12,1.5007216613,81096.618237528,5/1/2018,2018,1,1,1,2,1,1,1,1,1,1,1,1,2,1,2,1,2,1,1,3,1,1,2,2,1,2,1,1,1,1,3,1,1,1,1,2,1,1,1,1,1,1,3.6,3,1,42,2,2,2,1,3,15,1,4,1
12,2.1055421488,113780.158058269,5/1/2018,2018,3,3,1,2,98,1,2,2,2,2,2,2,1,1,2,2,2,2,2,3,3,3,2,2,1,1,3,1,1,2,3,2,2,1,1,2,2,1,1,1,2, ,3,2,2,59,3,2,1,2,1,15,2,4,6
12,0.6799998361,36746.112576056,5/1/2018,2018,2,1,1,2,2,1,1,2,2,1,1,1,1,2,98,2,3,1,2,3,2,2,2,2,1,2,2,1,1,1,1,2,2,1,1,3,3,2, ,1,1,97,3.2,2,2,62,3,1,2,1,4,15,2,4,6
12,1.3659955358,73816.2321081645,5/1/2018,2018,2,2,2,2,1,2,2,2,2,2,2,98,1,3,3,2,3,2,98,4,2,2,1,2,1,2,2,1,1,1,4,3,98,1,1,2,2,1,1,2, , ,3.4,2,2,33,2,2,1,1,2,15,3,4,1
12,0.7782027771,42052.8437432242,5/1/2018,2018,2,2,1,2,1,1,2,1,1,2,1,2,1,1,4,2,3,2,3,2,1,2,1,2,3,98,2,2,2,1,3,1,2,1,1,2,1,1,1,2, , ,3,2,3,50,3,2,3,2,1,15,2,4,3
12,1.5007216613,81096.618237528,5/1/2018,2018,3,3,1,2,1,1,1,2,1,1,1,1,1,1,3,2,2,1,1,3,2,2,2,2,2,2,2,1,1,2,3,2,1,1,2,2,1,2, ,1,2, ,3,2,2,38,2,2,2,1,4,15,2,4,1
12,2.956532057,159766.302912393,5/1/2018,2018,2,2,1,2,1,1,2,1,1,1,1,1,1,2,2,1,2,1,1,4,1,2,2,2,2,2,1,1,1,2,3,2,2,1,1,1,1,2, ,1,2, ,3.2,2,1,18,1,2,2,1,2,15,2,4,6
12,0.6500463888,35127.475793319,5/1/2018,2018,2,2,1,1,1,1,1,2,2,1,1,2,1,1,2,2,4,1,3,2,2,2,2,2,4,3,2,2,1,2,2,2,1,1,4,4,4,1,1,1,1,2,2.6,2,3,30,2,2,3,2,1,15,2,4,2
12,1.4077508579,76072.6234826498,5/1/2018,2018,3,1,1,2,1,1,2,1,1,2,1,2,2,4,3,2,4,1,1,1,1,1,1,1,1,1,1,1,2,2,3,3,1,1,1,2,1,2, ,1,1,2,3.8,3,1,30,2,2,1,2,4,15,2,4,1
12,1.2999222638,70245.7372876669,5/1/2018,2018,4,1,1,2,1,1,1,1,1,2,1,2,2,1,2,1,2,1,1,4,1,2,1,2,2,4,1,1,1,1,3,1,1,1,1,1,1,1,1,99, , ,3.4,2,1,84,3,2,3,2,2,15,3,4,6
12,0.6307653519,34085.5591384324,5/1/2018,2018,3,1,1,2,1,1,2,2,2,2,2,2,1,2,3,1,2,1,1,2,1,1,1,2,2,2,1,1,1,3,3,1,1,1,1,2,2,2, ,1,1,1,3.6,3,1,25,1,2,3,2,5,15,1,4,3
12,2.657365145,143599.797507495,5/1/2018,2018,2,2,1,2,1,1,2,1,1,1,1,1,1,2,2,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,2, ,2, , ,4,3,1,22,1,1,2,2,4,15,1,4,6
12,0.8168865085,44143.2512290865,5/1/2018,2018,2,1,1,2,1,1,2,2,2,2,2,1,1,1,2,2,4,1,2,2,1,1,1,2,2,2,1,1,1,2,3,1,1,1,1,1,1,1,1,1,1,2,3.4,2,1,53,3,2,1,1,4,15,2,4,1
12,0.7058479,38142.9009507017,5/1/2018,2018,3,3,1,2,1,1,2,1,1,2,1,98,98,1,2,1,3,1,2,2,1,1,1,2,2,3,1,1,1,2,3,1,2,1,1,2,1,2, ,2, , ,3.6,3,1,38,2,2,1,1,4,15,1,4,2
12,1.8210885046,98408.7343051991,5/1/2018,2018,3,2,1,2,1,1,2,2,1,2,2,1,1,1,2,98,2,2,1,4,2,2,2,98,2,2,2,1,2,2,3,2,2,1,3,3,4,2, ,1,1,2,3,2,2,85,3,2,2,1,3,15,2,4,6
12,1.3659955358,73816.2321081645,5/1/2018,2018,3,1,1,2,1,1,1,2,2,2,2,2,1,2,4,98,98,2,98,4,3,3,3,3,3,3,2,1,1,3,3,2,2,1,1,1,1,2, ,2, , ,2,1,2,34,2,2,2,1,3,15,3,4,1
12,0.7914579514,42769.1323378132,5/1/2018,2018,2,2,1,2,2,1,97,2,1,2,2,1,2,2,4,1,4,3,1,1,4,3,1,3,4,4,3,2,2,2,1,3,3,1,4,3,3,2, ,1,2, ,2.6,2,4,51,3,1,1,1,2,15,2,4,1
12,1.8210885046,98408.7343051991,5/1/2018,2018,3,3,1,1,2,1,97,2,2,1,1,2,1,1,1,1,3,1,2,2,2,2,3,2,1,2,3,1,1,2,3,1,2,2, , , ,1, ,1,1,2,3.2,2,2,92,3,2,2,1,3,15,1,4,6
12,0.9383774827,50708.4307773515,5/1/2018,2018,4,1,1,2,2,2,2,2,2,2,2,1,1,1,4,3,4,1,4,2,4,2,2,3,1,1,1,1,1,1,97,1,1,1,1,1,1,1,1,1,1,2,2.8,2,1,78,3,2,2,1,5,15,1,4,6
12,0.4009953175,21669.1509244561,5/1/2018,2018,4,3,1,2,1,1,97,2,1,2,2,1,2,1,4,2,2,2,2,3,2,2,2,3,2,3,2,1,1,1,3,2,1,1,2,2,2,2, ,1,2, ,2.8,2,2,50,3,2,3,1,3,15,3,4,6
12,1.2963468763,70052.5290172387,5/1/2018,2018,2,2,1,2,1,1,1,1,1,1,1,1,1,3,4,1,3,1,2,2,1,1,1,1,3,3,1,1,1,2,3,1,1,1,2,2,1,1,1,1,2, ,3.6,3,1,57,3,2,3,1,1,15,2,4,1
12,1.3234739675,71518.434003171,5/1/2018,2018,3,2,2,2,1,1,1,2,2,2,1,2,2,4,4,4,4,4,3,4,2,3,98,3,3,4,3,2,2,1,1,3,3,2, , , ,2, ,1,2, ,1.75,1,4,30,2,1,2,2,5,15,2,4,1
12,0.6838758226,36955.5647372379,5/1/2018,2018,2,1,1,2,1,1,97,1,2,2,1,2,2,1,2,2,3,2,1,3,1,1,2,2,2,2,2,1,2,2,3,2,1,1,1,1,1,2, ,2, , ,3.2,2,2,40,2,1,2,1,5,15,1,4,1
12,0.3157881286,17064.6895861536,5/1/2018,2018,3,3,1,2,1,1,1,2,2,2,2,2,1,2,2,2,3,2,4,4,2,2,2,2,2,2,2,1,1,3,1,2,2,1,1,1,1,2, ,1,1,2,3,2,2,41,2,1,3,2,1,15,1,4,1
12,0.4076027437,22026.2057596922,5/1/2018,2018,3,2,1,2,1,1,1,2,2,2,2,1,1,2,1,2,2,2,2,4,2,2,2,1,2,2,2,1,1,1,1,2,2,1,3,4,3,2, ,1,1,98,3.2,2,2,73,3,2,3,1,4,15,2,4,6
12,1.3599996723,73492.225152112,5/1/2018,2018,3,1,1,1,1,2,97,2,2,2,2,2,1,1,3,1,2,1,2,3,1,1,2,2,2,2,1,1,1,2,3,2,1,1,3,3,3,1,1,2, , ,3.4,2,1,62,3,1,1,1,3,15,2,4,5
12,0.6415092157,34666.1404993536,5/1/2018,2018,2,1,1,2,2,1,97,2,2,1,1,1,1,1,4,3,3,1,1,2,1,3,2,3,2,3,3,2,2,2,3,3,3,1,1,2,2,2, ,1,1,99,2.4,1,4,33,2,1,1,2,2,15,1,4,5
12,1.8183341564,98259.8936949333,5/1/2018,2018,3,3,1,2,1,1,97,1,1,1,1,1,1,2,1,1,2,2,1,1,1,1,2,1,2,1,2,1,1,1,3,1,1,1,1,1,1,2, ,1,1,97,3.6,3,2,81,3,1,1,1,3,15,2,4,6
12,0.7058479,38142.9009507017,5/1/2018,2018,2,2,1,2,1,1,97,1,1,1,1,1,1,1,4,1,3,1,2,2,2,2,2,1,2,2,1,2,1,1,3,3,2,1,1,1,1,2, ,1,2, ,3.4,2,3,41,2,2,1,1,3,15,3,4,6
12,0.8168865085,44143.2512290865,5/1/2018,2018,3,1,1,2,2,2,2,2,1,2,1,2,2,1,4,1,2,1,3,3,1,1,2,2,2,2,1,1,1,2,3,2,1,1,1,1,1,2, ,1,1,2,3.4,2,1,52,3,2,2,1,3,15,3,4,4
12,0.6415092157,34666.1404993536,5/1/2018,2018,2,1,1,2,1,2,97,1,2,1,1,98,1,1,2,1,2,1,2,2,1,1,1,2,2,2,1,1,1,98,3,1,1,1,1,1,1,1,1,1,1,1,3.6,3,1,34,2,1,2,2,2,15,1,4,1
12,0.7782027771,42052.8437432242,5/1/2018,2018,1,1,1,2,1,1,1,2,2,1,2,1,1,2,2,2,2,2,2,4,1,2,2,2,1,2,1,1,1,98,3,2,1,1,1,1,1,1,1,1,1,97,3.2,2,1,50,3,2,3,1,2,15,2,4,6
12,0.3057421575,16521.8212416622,5/1/2018,2018,1,1,1,1,1,1,2,2,2,2,2,98,1,1,4,2,98,2,4,2,2,2,1,1,1,2,1,1,1,1,3,1,2,1,1,3,1,1,1,2, , ,3.6,3,1,58,3,2,3,1,1,15,2,4,5
12,0.3240867191,17513.1322543097,5/1/2018,2018,1,1,1,2,1,1,2,1,1,1,1,1,2,1,4,1,2,1,2,3,1,1,1,1,1,3,1,1,1,3,3,2,1,1,1,2,2,1,1,1,1,2,4,3,1,57,3,2,3,2,5,15,1,4,1
12,0.7018473829,37926.7193527563,5/1/2018,2018,2,2,1,2,1,1,1,2,2,1,2,1,1,1,2,1,2,1,2,4,1,2,2,2,2,2,1,1,1,98,3,2,1,1,1,5,1,2, ,2, , ,3.2,2,1,55,3,2,2,1,4,15,2,4,1
12,0.3057421575,16521.8212416622,5/1/2018,2018,2,2,1,2,1,1,2,2,2,2,1,1,1,3,2,4,4,4,2,4,3,1,3,2,2,3,3,1,1,1,3,2,2,1,2,2,1,1,98,1,1,2,2.6,2,2,28,1,1,3,1,3,15,1,4,2
12,0.6093696672,32929.3702774512,5/1/2018,2018,1,1,1,2,2,1,1,2,2,2,2,1,2,1,4,4,2,1,98,4,2,2,2,2,4,4,3,2,2,2,97,4,2,2, , , ,2, ,1,2, ,2.2,1,4,57,3,1,3,1,5,15,2,4,2
12,0.3057421575,16521.8212416622,5/1/2018,2018,2,1,1,2,1,1,1,2,2,1,2,1,1,2,2,1,2,1,2,4,1,1,1,1,2,2,1,1,1,1,3,1,1,1,1,1,1,2, ,2, , ,3.8,3,1,33,2,1,3,1,5,15,3,4,1
12,0.7058479,38142.9009507017,5/1/2018,2018,3,1,1,2,1,1,2,2,1,2,2,1,1,1,2,1,4,1,1,2,1,1,1,1,3,3,1,1,1,2,3,1,1,1,1,2,1,1,1,1,2, ,3.6,3,1,38,2,2,2,1,3,15,2,4,1
12,1.3659955358,73816.2321081645,5/1/2018,2018,2,1,1,2,1,1,2,1,1,2,1,1,2,4,3,2,4,1,1,1,1,1,1,1,1,1,2,1,2,2,5,1,1,1,1,2,1,1,2,1,1,2,3.8,3,2,26,1,2,1,2,2,15,2,4,1
12,1.7190299949,92893.6543198205,5/1/2018,2018,2,1,1,2,1,1,2,1,1,2,1,1,1,1,2,1,4,1,1,4,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,2, ,1,1,2,4,3,1,20,1,1,2,2,2,15,1,4,6
12,0.6307653519,34085.5591384324,5/1/2018,2018,1,1,1,2,1,1,1,1,1,1,1,98,1,1,2,1,2,1,3,4,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,2, ,1,2, ,4,3,1,28,1,2,3,2,4,15,2,4,1
12,0.6415092157,34666.1404993536,5/1/2018,2018,1,1,1,2,2,1,97,2,2,1,2,1,1,1,2,1,2,1,1,4,2,1,1,1,2,1,2,1,1,1,3,2,1,1,1,1,1,1,1,2, , ,3.8,3,2,32,2,1,2,1,5,15,1,4,1
12,0.8600126273,46473.7182864005,5/1/2018,2018,2,2,1,2,2,1,2,2,1,1,2,1,2,2,2,1,2,2,2,4,1,1,1,4,2,98,1,1,1,2,3,2,1,1,1,2,2,2, ,2, , ,3.2,2,1,23,1,2,2,2,5,15,1,4,3
12,0.9091670782,49129.9468474666,5/1/2018,2018,2,2,1,2,1,1,2,2,1,2,2,1,1,2,2,1,4,2,2,4,2,2,3,4,2,3,2,1,1,2,3,2,2,1,4,2,2,1,1,1,98, ,2.6,2,2,78,3,1,1,1,2,15,2,4,3
12,0.7539783916,40743.7963710802,5/1/2018,2018,1,1,1,2,1,1,1,1,2,1,1,2,1,2,4,1,2,1,2,2,1,1,4,4,4,4,3,1,1,3,3,4,1,1,1,4,1,1,1,1,2, ,2.2,1,2,50,3,1,3,1,3,15,1,4,1
12,0.6838758226,36955.5647372379,5/1/2018,2018,1,1,1,2,1,1,97,2,2,1,2,2,1,1,4,1,4,2,3,4,3,3,3,4,4,4,2,1,2,2,1,4,2,1,1,2,2,1,1,2, , ,2,1,2,43,2,1,2,2,1,15,1,4,6
12,0.9419950314,50903.9173721297,5/1/2018,2018,2,1,1,2,1,1,1,1,2,1,1,2,1,1,3,1,2,1,2,2,1,2,2,2,2,3,2,1,1,2,3,1,1,1,1,1,2,1,1,1,1,1,3.2,2,2,57,3,1,3,1,4,15,1,4,1
12,0.7058479,38142.9009507017,5/1/2018,2018,2,2,1,2,1,1,1,2,2,1,1,1,1,3,2,2,2,1,1,4,1,1,2,1,2,2,1,1,1,1,3,1,1,1,1,1,1,1,1,2, , ,3.4,2,1,44,2,2,2,1,2,15,2,4,1
12,0.7018473829,37926.7193527563,5/1/2018,2018,2,2,1,1,1,1,2,2,1,1,1,2,1,1,1,1,2,1,3,3,2,2,2,2,2,2,1,2,1,2,3,1,1,1,1,1,1,1,1,1,2, ,3.2,2,3,56,3,2,2,2,1,15,2,4,3
12,0.3057421575,16521.8212416622,5/1/2018,2018,2,1,1,2,1,1,2,1,2,2,2,1,1,1,2,2,2,1,1,3,1,1,2,2,2,3,1,1,1,2,3,1,2,1,1,1,1,1,1,1,2, ,3.2,2,1,57,3,2,3,1,4,15,1,4,3
12,1.4108789493,76241.6605840313,5/1/2018,2018,2,2,1,1,1,1,1,2,2,1,1,2,1,2,2,1,1,2,2,3,2,2,2,2,2,2,2,1,1,2,3,2,2,1,2,2,2,2, ,1,2, ,3.2,2,2,42,2,1,2,1,4,15,1,4,6
12,0.7058479,38142.9009507017,5/1/2018,2018,1,1,1,2,1,1,97,2,2,1,1,2,1,3,4,2,3,2,3,3,1,2,2,1,1,2,2,2,2,3,3,2,2,1,2,2,2,1,1,2, , ,3.4,2,3,42,2,2,2,1,1,15,1,4,2
12,0.9383774827,50708.4307773515,5/1/2018,2018,4,3,1,2,1,1,2,1,1,2,1,1,1,2,1,98,4,1,1,4,2,2,2,2,2,3,2,2,1,2,3,2,2,1,1,2,1,1,1,1,1,2,3,2,3,77,3,2,2,2,1,15,1,4,3
12,0.6111304912,33024.5224130525,5/1/2018,2018,4,2,1,2,1,1,2,2,1,1,1,2,1,1,2,1,1,1,2,1,2,1,2,2,2,2,1,1,1,1,3,2,2,1,3,3,3,2, ,1,1,1,3.4,2,1,33,2,1,3,2,5,15,2,4,4
12,0.7914579514,42769.1323378132,5/1/2018,2018,3,3,1,1,2,1,2,2,1,1,1,1,2,2,1,1,2,2,2,2,3,1,1,98,2,2,2,1,1,2,5,2,2,1,1,1,2,1,1,2, , ,3.75,3,2,52,3,1,1,1,3,15,1,4,2
12,1.8767549655,101416.861554703,5/1/2018,2018,4,1,1,2,2,2,2,2,1,1,1,1,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,2,3.8,3,1,68,3,2,2,2,1,15,2,4,6
12,0.4333074213,23415.2457625556,5/1/2018,2018,2,1,1,2,2,2,1,98,2,1,1,1,1,1,1,1,1,2,2,4,1,1,2,2,1,1,1,1,1,1,3,2,1,1,1,1,1,1,1,1,1,2,3.6,3,1,89,3,2,3,1,5,15,1,4,6
12,1.7644005162,95345.4053226259,5/1/2018,2018,3,2,2,2,1,2,2,2,2,2,2,1,1,1,2,2,3,2,2,99,1,1,1,2,2,2,98,1,1,98,4,1,1,1,3,3,3,2, ,1,98, ,3.4,2,99,81,3,1,2,2,1,15,1,4,6
12,2.251082492,121644.927356292,5/1/2018,2018,2,3,1,2,2,1,1,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,3,98,2,1,1,1,1,1,1,2, , ,3.6,3,1,40,2,2,2,2,1,15,3,4,4
12,0.6929768084,37447.3675764385,5/1/2018,2018,2,2,1,2,1,1,1,2,2,1,1,1,1,1,4,1,3,1,2,3,1,1,1,1,1,4,1,1,1,3,98,1,1,1,1,2,1,1,1,2, , ,4,3,1,43,2,2,3,2,1,15,2,4,1
12,0.4198191553,22686.3612637869,5/1/2018,2018,4,3,1,2,98,98,2,2,2,1,2,98,1,2,3,2,2,2,3,3,3,1,1,1,1,1,1,1,1,2,3,2,2,1,2,3,2,1,1,1,1,2,3.8,3,1,72,3,1,3,1,5,15,2,4,6
12,0.6621201069,35779.9203668395,5/1/2018,2018,2,2,1,2,1,1,97,1,1,1,1,98,1,1,2,1,2,1,1,4,2,1,2,2,2,2,1,1,1,1,3,2,1,1,1,1,1,1,1,2, , ,3.4,2,1,30,2,2,2,1,3,15,3,4,6
12,0.6724224116,36336.6405720526,5/1/2018,2018,2,2,1,2,1,1,1,1,1,2,1,1,1,1,1,2,3,3,2,2,1,1,1,2,3,3,1,1,2,2,3,3,1,1,1,2,1,1,1,1,2, ,3.2,2,1,40,2,2,3,1,4,15,2,4,1
12,2.7319910716,147632.464216329,5/1/2018,2018,2,2,1,2,1,1,2,2,2,2,2,1,1,1,2,1,2,1,1,2,1,1,1,2,2,4,1,1,1,2,3,3,1,1,1,1,1,1,1,1,1,1,3.6,3,1,32,2,2,2,1,4,15,1,4,5
12,1.4540062535,78572.1916935869,5/1/2018,2018,2,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,3,1,1,2,1,1,1,1,2,2,1,1,1,1,3,2,1,1,1,1,1,1,1,1,1,1,3.8,3,1,41,2,1,1,1,2,15,1,4,5
12,2.6052056216,140781.179595465,5/1/2018,2018,2,1,1,2,1,1,2,1,1,2,1,1,1,1,2,1,2,1,1,2,1,1,1,2,2,2,1,1,1,1,3,1,1,1,1,1,1,1,1,1,2, ,3.6,3,1,49,2,2,2,2,2,15,2,4,1
12,2.956532057,159766.302912393,5/1/2018,2018,2,1,1,2,1,1,2,2,1,2,1,2,1,1,2,1,3,1,1,4,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,2, ,1,1,2,4,3,1,20,1,1,2,2,2,15,1,4,5
12,0.8396383106,45372.7225275738,5/1/2018,2018,2,1,1,2,2,1,1,1,1,1,2,1,1,1,2,1,3,2,1,3,1,1,1,2,2,2,1,1,1,1,3,1,1,1,1,2,2,1,1,2, , ,3.6,3,1,75,3,1,3,1,4,15,1,4,6
12,0.7058479,38142.9009507017,5/1/2018,2018,3,1,1,2,1,1,2,2,2,2,2,1,1,1,2,2,4,1,2,2,1,1,1,2,2,2,1,1,1,1,3,1,1,1,1,3,1,1,1,1,1,1,3.4,2,1,40,2,2,2,2,3,15,2,4,1
12,1.3196606989,71312.3710162443,5/1/2018,2018,3,3,1,2,1,1,2,2,2,2,2,2,1,2,4,2,4,1,1,3,2,2,2,3,2,3,2,2,1,2,3,3,1,1,1,1,1,1,1,1,2, ,2.8,2,3,56,3,1,1,1,1,15,3,4,5
12,0.6111304912,33024.5224130525,5/1/2018,2018,2,2,1,2,1,1,1,1,1,1,1,2,1,3,3,2,4,2,3,2,1,1,2,2,2,2,2,1,1,2,3,2,2,1,1,1,1,2, ,1,2, ,3.2,2,2,28,1,1,3,2,5,15,2,4,2
12,1.5540515319,83978.4798565495,5/1/2018,2018,1,1,1,2,1,1,1,1,1,1,1,1,98,1,3,2,3,1,2,4,2,1,2,2,4,3,2,1,1,2,3,1,1,1,1,1,1,1,1,1,2, ,2.8,2,2,49,2,1,3,2,3,15,1,4,1
12,1.7644005162,95345.4053226259,5/1/2018,2018,4,4,1,2,2,1,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,3,2,2,98,97,4,4,1,99,99,99,2, ,2, , ,1,1,4,67,3,1,2,1,3,15,3,4,6
12,0.9383774827,50708.4307773515,5/1/2018,2018,3,2,1,2,1,1,2,2,2,2,2,1,1,1,3,1,3,1,1,3,1,1,1,2,2,2,2,1,1,2,3,3,1,1,2,4,1,1,1,1,1,1,3.6,3,2,65,3,2,2,1,4,15,2,4,6
12,2.8217578987,152483.321168063,5/1/2018,2018,1,1,1,1,1,1,1,1,1,1,1,1,2,3,4,1,4,2,2,4,1,1,1,1,2,2,1,1,1,2,3,2,1,1,1,1,1,2, ,2, , ,3.8,3,1,35,2,1,2,1,1,15,3,4,6
12,0.6819647518,36852.2935038174,5/1/2018,2018,3,2,1,1,1,1,97,2,2,1,1,1,1,3,2,2,2,2,2,4,2,2,2,1,2,2,2,1,1,98,3,2,2,1,1,1,1,2, ,2, , ,3.2,2,2,34,2,1,2,2,4,15,3,4,1
12,0.3057421575,16521.8212416622,5/1/2018,2018,1,1,1,2,1,1,1,2,1,1,1,1,1,1,3,1,2,1,2,4,1,1,2,2,2,2,1,1,1,1,3,1,1,1,1,1,1,1,1,2, , ,3.4,2,1,33,2,1,3,1,3,15,3,4,1
12,0.6111304912,33024.5224130525,5/1/2018,2018,2,2,1,2,1,1,1,2,1,2,1,1,1,2,2,2,2,1,1,2,2,2,2,1,3,2,1,1,1,2,3,2,1,1,1,1,1,2, ,1,2, ,3,2,1,29,1,1,3,2,5,15,1,4,1
12,0.6514908238,35205.5307678304,5/1/2018,2018,1,1,1,2,1,1,1,1,1,2,1,2,1,2,2,1,2,1,2,4,1,2,2,3,1,3,1,1,1,2,3,2,1,1,1,1,1,1,1,1,2, ,3.2,2,1,42,2,1,3,1,5,15,2,4,6
12,0.8827110219,47700.3035278476,5/1/2018,2018,2,2,2,2,1,1,2,2,2,2,2,1,1,1,2,2,1,2,2,2,2,1,1,2,2,2,2,1,1,98,3,2,2,1,99,99,99,2, ,1,98, ,3.4,2,2,82,3,2,2,1,2,15,1,4,6
12,0.3357026952,18140.8411816768,5/1/2018,2018,4,3,1,2,1,1,1,2,1,1,1,2,2,2,3,2,2,3,3,3,2,3,3,3,3,3,2,2,2,1,1,3,3,1,3,3,3,2, ,2, , ,2.2,1,3,37,2,1,3,2,5,15,1,4,1
12,0.3259340074,17612.9567838333,5/1/2018,2018,2,2,1,1,1,1,1,1,1,1,1,2,1,1,3,2,2,1,3,4,2,2,1,2,2,3,1,1,1,1,3,2,2,1,2,2,2,1,1,2, , ,3.2,2,1,42,2,2,3,2,2,15,2,4,1
12,0.3772074596,20383.692818768,5/1/2018,2018,2,3,1,2,1,1,2,2,1,2,2,1,1,1,2,2,2,1,2,2,1,1,1,2,2,2,1,1,1,2,3,1,1,1,1,1,1,1,1,2, , ,3.4,2,1,53,3,2,3,1,5,15,2,4,1
12,0.3057421575,16521.8212417729,5/1/2018,2018,3,98,1,2,1,1,1,2,2,2,2,1,1,1,3,2,3,2,2,2,98,2,2,2,98,2,2,1,1,3,1,2,2,1,1,2,2,2, ,1,2, ,3,2,2,32,2,2,3,1,5,15,1,4,1
12,0.6396608628,34566.2584401883,5/1/2018,2018,2,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1,3,1,2,4,1,2,1,2,1,2,1,1,1,1,3,1,1,1,1,2,1,1,2,1,2, ,3.6,3,1,64,3,1,1,2,5,15,1,4,6
12,0.855233438,46215.4584751593,5/1/2018,2018,2,2,1,2,2,2,97,2,2,1,1,1,1,2,2,1,2,2,3,3,2,2,1,1,1,1,2,98,1,1,3,2,2,1,1,1,1,1,1,1,98, ,3.8,3,99,70,3,1,1,1,5,15,2,4,6
12,0.7058479,38142.9009507017,5/1/2018,2018,2,1,1,2,1,1,2,2,2,1,2,1,1,2,2,1,2,1,2,98,2,2,1,2,2,2,2,1,1,1,3,1,1,1,1,1,1,1,1,2, , ,3.4,2,2,37,2,2,1,1,2,15,2,4,1
12,1.4108789493,76241.6605840313,5/1/2018,2018,2,1,1,2,2,1,2,2,2,1,1,1,1,1,3,2,2,1,2,2,1,1,1,1,2,2,1,1,1,1,3,2,1,1,1,1,1,1,1,1,2, ,3.6,3,1,39,2,1,2,1,1,15,1,4,1
12,1.4036947659,75853.4387055126,5/1/2018,2018,2,1,1,2,1,1,2,2,1,1,1,1,1,2,2,2,3,2,2,2,1,1,1,1,1,2,1,1,1,1,3,1,1,1,1,2,1,1,1,1,1,1,3.8,3,1,59,3,2,2,1,3,15,2,4,3
